"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.020652266E2,5.233499671E1,4.869628167E0,2.300756052E-2,4.319868127E0,9.073398383E1,4.754771715E0,3.349131674E0
1.030652444E2,5.233499888E1,4.869687448E0,8.969601803E-2,4.319618270E0,9.004140712E1,4.752507053E0,3.352344515E0
1.040652608E2,5.233500119E1,4.869744176E0,-1.078541707E-1,4.278292426E0,9.008165002E1,4.749957724E0,3.355955699E0
1.050652779E2,5.233500407E1,4.869805353E0,-1.045071296E-1,4.227367023E0,8.770629512E1,4.747186110E0,3.359875157E0
1.060652952E2,5.233500540E1,4.869871895E0,-7.776450366E-4,4.348022553E0,8.712558796E1,4.745361139E0,3.362452185E0
1.070653113E2,5.233500431E1,4.869941703E0,2.202706775E-1,4.386341181E0,8.898614218E1,4.745661525E0,3.362028216E0
1.080653282E2,5.233500182E1,4.870008152E0,-1.349447789E-1,4.328559319E0,8.943231737E1,4.746197109E0,3.361272087E0
1.090653437E2,5.233499419E1,4.870072425E0,-4.167847401E-1,4.289057315E0,9.481969312E1,4.748381932E0,3.358184935E0
1.100653598E2,5.233498764E1,4.870150577E0,1.034596758E-1,4.685582599E0,9.658535527E1,4.748786417E0,3.357612932E0
1.110653753E2,5.233498185E1,4.870208624E0,-2.617390845E-1,4.363626653E0,9.672096818E1,4.749235411E0,3.356977814E0
1.120653898E2,5.233498415E1,4.870279475E0,-3.836411331E-2,4.477056804E0,9.054894201E1,4.748582198E0,3.357901747E0
1.130654049E2,5.233498149E1,4.870352456E0,-8.444609493E-2,4.632003978E0,9.076638434E1,4.750038242E0,3.355841733E0
1.140654193E2,5.233497891E1,4.870422542E0,-4.156440059E-1,4.574102372E0,9.153888751E1,4.750415206E0,3.355308094E0
1.150654345E2,5.233498930E1,4.870416050E0,-5.296389284E-1,1.746960814E0,7.506350933E1,4.747970050E0,3.358767249E0
1.160654491E2,5.233498548E1,4.870469721E0,-4.908903334E-1,1.432735229E0,8.656198406E1,4.748616350E0,3.357853450E0
